Serial No.,Timestamp,Temperature (°C),Humidity (%),CO2 (PPM),PM 1 (µg/m³),PM 2.5 (µg/m³),PM 10 (µg/m³)
8054,2026-04-17 17:42:34,25.8,55.0,,,,
8055,2026-04-17 17:42:36,25.8,55.0,,,,
8056,2026-04-17 17:42:41,25.8,55.0,,,,
8057,2026-04-17 17:42:46,25.8,55.0,,,,
8058,2026-04-17 17:42:51,25.8,55.0,,,,
8059,2026-04-17 17:42:56,25.8,55.0,,,,
8060,2026-04-17 17:43:01,25.8,55.0,,,,
8061,2026-04-17 17:43:06,25.8,55.0,,,,
8062,2026-04-17 17:43:11,25.8,55.0,,,,
8063,2026-04-17 17:43:16,25.8,55.0,,,,
8064,2026-04-17 17:43:21,25.8,55.0,,,,
8065,2026-04-17 17:43:26,25.8,55.0,,,,
8066,2026-04-17 17:43:31,25.8,55.0,,,,
8067,2026-04-17 17:43:36,25.8,55.0,,,,
8068,2026-04-17 17:43:41,25.8,55.0,,,,
8069,2026-04-17 17:43:46,25.8,55.0,,,,
8070,2026-04-17 17:43:51,25.8,55.0,,,,
8071,2026-04-17 17:43:56,25.8,55.0,,,,
8072,2026-04-17 17:44:01,25.8,55.0,,,,
8073,2026-04-17 17:44:06,25.8,55.0,,,,
8074,2026-04-17 17:44:11,25.8,55.0,,,,
8075,2026-04-17 17:44:16,25.8,55.0,,,,
8076,2026-04-17 17:44:21,25.8,55.0,,,,
8077,2026-04-17 17:44:26,25.8,55.0,,,,
8078,2026-04-17 17:44:31,25.4,55.0,,,,
8079,2026-04-17 17:44:36,25.3,55.0,,,,
8080,2026-04-17 17:44:41,25.3,55.0,,,,
8081,2026-04-17 17:44:46,25.3,55.0,,,,
8082,2026-04-17 17:44:51,25.3,55.0,,,,
8083,2026-04-17 17:44:56,25.3,55.0,,,,
8084,2026-04-17 17:45:01,25.3,55.0,,,,
8085,2026-04-17 17:45:06,25.3,55.0,,,,
8086,2026-04-17 17:45:11,25.3,55.0,,,,
8087,2026-04-17 17:45:16,25.3,55.0,,,,
8088,2026-04-17 17:45:21,25.3,55.0,,,,
8089,2026-04-17 17:45:26,25.3,55.0,,,,
8090,2026-04-17 17:45:31,25.3,55.0,,,,
8091,2026-04-17 17:45:36,25.3,55.0,,,,
8092,2026-04-17 17:45:41,25.3,55.0,,,,
8093,2026-04-17 17:45:46,25.3,55.0,,,,
8094,2026-04-17 17:45:51,25.3,55.0,,,,
8095,2026-04-17 17:45:56,25.3,55.0,,,,
8096,2026-04-17 17:46:01,25.3,55.0,,,,
8097,2026-04-17 17:46:06,25.3,55.0,,,,
8098,2026-04-17 17:46:11,25.3,55.0,,,,
8099,2026-04-17 17:46:16,25.3,55.0,,,,
8100,2026-04-17 17:46:21,25.3,55.0,,,,
8101,2026-04-17 17:46:26,25.3,55.0,,,,
8102,2026-04-17 17:46:31,25.3,55.0,,,,
8103,2026-04-17 17:46:36,25.3,55.0,,,,
8104,2026-04-17 17:46:41,25.3,55.0,,,,
8105,2026-04-17 17:46:46,25.3,55.0,,,,
8106,2026-04-17 17:46:51,25.3,55.0,,,,
8107,2026-04-17 17:46:56,25.3,55.0,,,,
8108,2026-04-17 17:47:01,25.3,55.0,,,,
8109,2026-04-17 17:47:06,25.3,55.0,,,,
8110,2026-04-17 17:47:16,25.3,55.0,,,,
8111,2026-04-17 17:47:21,25.3,55.0,,,,
8112,2026-04-17 17:47:26,25.3,55.0,,,,
8113,2026-04-17 17:47:31,25.3,55.0,,,,
8114,2026-04-17 17:47:36,25.3,55.0,,,,
8115,2026-04-17 17:47:41,25.3,55.0,,,,
8116,2026-04-17 17:47:46,25.3,55.0,,,,
8117,2026-04-17 17:47:51,25.3,55.0,,,,
8118,2026-04-17 17:47:56,25.3,55.0,,,,
8119,2026-04-17 17:48:01,25.3,55.0,,,,
8120,2026-04-17 17:48:06,25.3,55.0,,,,
8121,2026-04-17 17:48:11,25.3,55.0,,,,
8122,2026-04-17 17:48:16,25.3,55.0,,,,
8123,2026-04-17 17:48:21,25.3,55.0,,,,
8124,2026-04-17 17:48:26,25.3,55.0,,,,
8125,2026-04-17 17:48:31,25.3,55.0,,,,
8126,2026-04-17 17:48:36,25.3,55.0,,,,
8127,2026-04-17 17:48:41,25.3,55.0,,,,
8128,2026-04-17 17:48:46,25.3,55.0,,,,
8129,2026-04-17 17:48:51,25.3,55.0,,,,
8130,2026-04-17 17:48:56,25.3,55.0,,,,
8131,2026-04-17 17:49:01,25.3,55.0,,,,
8132,2026-04-17 17:49:06,25.3,55.0,,,,
8133,2026-04-17 17:49:11,25.3,55.0,,,,
8134,2026-04-18 09:23:28,31.3,71.0,,,,
8135,2026-04-18 09:23:32,31.3,71.0,,,,
8136,2026-04-18 09:23:37,31.3,71.0,,,,
8137,2026-04-18 09:23:42,31.3,71.0,,,,
8138,2026-04-18 09:23:47,31.3,71.0,,,,
8139,2026-04-18 09:23:52,31.3,71.0,,,,
8140,2026-04-18 09:23:57,31.3,71.0,,,,
8141,2026-04-18 09:24:02,31.3,71.0,,,,
8142,2026-04-18 09:24:07,31.3,71.0,,,,
8143,2026-04-18 09:24:12,31.3,71.0,,,,
8144,2026-04-18 09:24:17,31.3,71.0,,,,
8145,2026-04-18 09:24:22,31.3,71.0,,,,
8146,2026-04-18 09:24:27,31.3,71.0,,,,
8147,2026-04-18 09:24:32,31.3,71.0,,,,
8148,2026-04-18 09:24:37,31.3,71.0,,,,
8149,2026-04-18 09:24:42,31.3,71.0,,,,
8150,2026-04-18 09:24:47,31.3,71.0,,,,
8151,2026-04-18 09:24:52,31.3,71.0,,,,
8152,2026-04-18 09:24:57,31.3,71.0,,,,
8153,2026-04-18 09:25:02,31.3,71.0,,,,
8154,2026-04-18 09:25:07,31.3,71.0,,,,
8155,2026-04-18 09:25:12,31.3,71.0,,,,
8156,2026-04-18 09:25:17,31.3,71.0,,,,
8157,2026-04-18 09:25:22,31.3,71.0,,,,
8158,2026-04-18 09:25:27,31.3,71.0,,,,
8159,2026-04-18 09:25:32,31.3,71.0,,,,
8160,2026-04-18 09:25:37,31.3,71.0,,,,
8161,2026-04-18 09:25:42,31.3,71.0,,,,
8162,2026-04-18 09:25:47,31.3,71.0,,,,
8163,2026-04-18 09:25:52,31.3,71.0,,,,
8164,2026-04-18 09:25:57,31.3,71.0,,,,
8165,2026-04-18 09:26:02,31.3,71.0,,,,
8166,2026-04-18 09:26:07,31.3,71.0,,,,
8167,2026-04-18 09:26:12,31.3,71.0,,,,
8168,2026-04-18 09:26:17,31.3,71.0,,,,
8169,2026-04-18 09:26:22,31.3,71.0,,,,
8170,2026-04-18 09:26:27,31.3,71.0,,,,
8171,2026-04-18 09:26:32,31.3,71.0,,,,
8172,2026-04-18 09:26:37,31.3,71.0,,,,
8173,2026-04-18 09:26:42,31.3,71.0,,,,
8174,2026-04-18 09:26:47,31.3,71.0,,,,
8175,2026-04-18 09:26:52,31.3,71.0,,,,
8176,2026-04-18 09:26:57,31.3,71.0,,,,
8177,2026-04-18 09:27:02,31.3,71.0,,,,
8178,2026-04-18 09:27:07,31.3,71.0,,,,
8179,2026-04-18 09:27:12,31.3,71.0,,,,
8180,2026-04-18 09:27:17,31.3,71.0,,,,
8181,2026-04-18 09:27:22,31.3,71.0,,,,
8182,2026-04-18 09:27:27,31.3,71.0,,,,
8183,2026-04-18 09:27:32,31.3,71.0,,,,
8184,2026-04-18 09:27:37,31.3,71.0,,,,
8185,2026-04-18 09:27:42,31.3,71.0,,,,
8186,2026-04-18 09:27:47,31.3,71.0,,,,
8187,2026-04-18 09:27:52,31.3,71.0,,,,
8188,2026-04-18 09:27:57,31.3,71.0,,,,
8189,2026-04-18 09:28:02,31.3,71.0,,,,
8190,2026-04-18 09:28:07,31.3,71.0,,,,
8191,2026-04-18 09:28:12,31.3,71.0,,,,
8192,2026-04-18 09:28:17,31.3,71.0,,,,
8193,2026-04-18 09:28:22,31.3,71.0,,,,
8194,2026-04-18 09:28:27,31.3,71.0,,,,
8195,2026-04-18 09:28:32,31.3,71.0,,,,
8196,2026-04-18 09:30:03,31.3,71.0,,,,
8197,2026-04-18 09:30:07,31.3,71.0,,,,
8198,2026-04-18 09:30:12,31.4,71.0,,,,
8199,2026-04-18 09:30:17,31.4,71.0,,,,
8200,2026-04-18 09:30:22,31.5,71.0,,,,
8201,2026-04-18 09:30:27,31.6,70.0,,,,
8202,2026-04-18 09:30:32,31.6,71.0,,,,
8203,2026-04-18 09:30:37,31.6,70.0,,,,
8204,2026-04-18 09:30:42,31.5,71.0,,,,
8205,2026-04-18 09:30:47,31.5,71.0,,,,
8206,2026-04-18 09:30:52,31.6,71.0,,,,
8207,2026-04-18 09:30:57,31.6,70.0,,,,
8208,2026-04-18 09:31:02,31.5,71.0,,,,
8209,2026-04-18 09:31:07,31.5,71.0,,,,
8210,2026-04-18 09:31:12,31.5,71.0,,,,
8211,2026-04-18 09:31:17,31.5,71.0,,,,
8212,2026-04-18 09:31:22,31.7,70.0,,,,
8213,2026-04-18 09:31:27,31.7,70.0,,,,
8214,2026-04-18 09:31:32,31.6,71.0,,,,
8215,2026-04-18 09:31:37,31.8,70.0,,,,
8216,2026-04-18 09:31:42,31.6,71.0,,,,
8217,2026-04-18 09:31:47,31.6,71.0,,,,
8218,2026-04-18 09:31:52,31.8,71.0,,,,
8219,2026-04-18 09:31:57,31.7,71.0,,,,
8220,2026-04-18 09:32:02,31.8,71.0,,,,
8221,2026-04-18 09:32:07,31.8,71.0,,,,
8222,2026-04-18 09:32:12,31.8,71.0,,,,
8223,2026-04-18 09:32:17,31.8,71.0,,,,
8224,2026-04-18 09:32:22,31.8,71.0,,,,
8225,2026-04-18 09:32:27,31.8,71.0,,,,
8226,2026-04-18 09:32:32,31.8,71.0,,,,
8227,2026-04-18 09:32:37,31.8,71.0,,,,
8228,2026-04-18 09:32:42,31.8,71.0,,,,
8229,2026-04-18 09:32:47,31.8,71.0,,,,
8230,2026-04-18 09:32:52,31.8,71.0,,,,
8231,2026-04-18 09:32:57,31.8,70.0,,,,
8232,2026-04-18 09:33:02,31.8,71.0,,,,
8233,2026-04-18 09:33:07,31.8,71.0,,,,
8234,2026-04-18 09:33:12,31.8,71.0,,,,
8235,2026-04-18 09:33:17,31.8,70.0,,,,
8236,2026-04-18 09:33:22,31.8,70.0,,,,
8237,2026-04-18 09:33:27,31.8,71.0,,,,
8238,2026-04-18 09:33:32,31.8,70.0,,,,
8239,2026-04-18 09:33:37,31.8,70.0,,,,
8240,2026-04-18 09:33:42,31.8,70.0,,,,
8241,2026-04-18 09:33:47,31.8,70.0,,,,
8242,2026-04-18 09:33:52,31.7,70.0,,,,
8243,2026-04-18 09:33:57,31.8,70.0,,,,
8244,2026-04-18 09:34:02,31.6,71.0,,,,
8245,2026-04-18 09:34:07,31.5,70.0,,,,
8246,2026-04-18 10:49:33,31.8,63.0,,,,
8247,2026-04-18 10:49:38,31.8,63.0,,,,
8248,2026-04-18 10:49:43,31.8,63.0,,,,
8249,2026-04-18 10:49:48,31.8,63.0,,,,
8250,2026-04-18 10:49:53,31.8,63.0,,,,
8251,2026-04-18 10:49:58,31.8,63.0,,,,
8252,2026-04-18 10:50:03,31.8,63.0,,,,
8253,2026-04-18 10:50:10,31.8,63.0,,,,
8254,2026-04-18 10:50:13,31.8,63.0,,,,
8255,2026-04-18 10:50:18,31.8,63.0,,,,
8256,2026-04-18 10:50:23,31.8,63.0,,,,
8257,2026-04-18 10:50:28,31.8,63.0,,,,
8258,2026-04-18 10:50:33,31.8,63.0,,,,
8259,2026-04-18 10:50:38,31.8,63.0,,,,
8260,2026-04-18 10:50:43,31.8,63.0,,,,
8261,2026-04-18 10:50:48,31.9,63.0,,,,
8262,2026-04-18 10:50:53,32.0,63.0,,,,
8263,2026-04-18 10:50:58,32.2,63.0,,,,
8264,2026-04-18 10:51:03,32.3,63.0,,,,
8265,2026-04-18 10:51:08,32.3,63.0,,,,
8266,2026-04-18 10:51:13,32.3,62.0,,,,
8267,2026-04-18 10:51:18,32.3,62.0,,,,
8268,2026-04-18 10:51:23,32.3,62.0,,,,
8269,2026-04-18 10:51:28,32.3,62.0,,,,
8270,2026-04-18 10:51:33,32.3,62.0,,,,
8271,2026-04-18 10:51:38,32.3,62.0,,,,
8272,2026-04-18 10:51:43,32.3,62.0,,,,
8273,2026-04-18 10:51:48,32.3,62.0,,,,
8274,2026-04-18 10:51:53,32.3,62.0,,,,
8275,2026-04-18 10:51:58,32.3,62.0,,,,
8276,2026-04-18 10:52:03,32.3,62.0,,,,
8277,2026-04-18 10:52:08,32.3,62.0,,,,
8278,2026-04-18 10:52:13,32.3,62.0,,,,
8279,2026-04-18 10:52:18,32.3,62.0,,,,
8280,2026-04-18 10:52:23,32.3,62.0,,,,
8281,2026-04-18 10:52:28,32.3,62.0,,,,
8282,2026-04-18 10:52:33,32.3,62.0,,,,
8283,2026-04-18 10:52:38,32.3,62.0,,,,
8284,2026-04-18 10:52:43,32.3,62.0,,,,
8285,2026-04-18 10:52:48,32.3,62.0,,,,
8286,2026-04-18 10:52:53,32.3,62.0,,,,
8287,2026-04-18 10:52:58,32.3,62.0,,,,
8288,2026-04-18 10:53:03,32.3,62.0,,,,
8289,2026-04-18 10:53:08,32.3,62.0,,,,
8290,2026-04-18 10:53:13,32.3,62.0,,,,
8291,2026-04-18 10:53:18,32.3,62.0,,,,
8292,2026-04-18 10:53:23,32.3,62.0,,,,
8293,2026-04-18 10:53:28,32.3,62.0,,,,
8294,2026-04-18 10:53:33,32.3,62.0,,,,
8295,2026-04-18 10:53:38,32.3,62.0,,,,
8296,2026-04-18 10:53:43,32.3,62.0,,,,
8297,2026-04-18 10:53:48,32.3,62.0,,,,
8298,2026-04-18 10:53:53,32.3,62.0,,,,
8299,2026-04-18 10:53:58,32.3,62.0,,,,
8300,2026-04-18 10:54:03,32.3,62.0,,,,
8301,2026-04-18 10:54:08,32.3,62.0,,,,
8302,2026-04-18 10:54:13,32.3,62.0,,,,
8303,2026-04-18 10:54:18,32.3,62.0,,,,
8304,2026-04-18 10:54:23,32.3,62.0,,,,
8305,2026-04-18 10:54:28,32.3,62.0,,,,
8306,2026-04-18 10:54:33,32.3,62.0,,,,
8307,2026-04-18 10:54:38,32.3,62.0,,,,
8308,2026-04-18 10:54:43,32.3,62.0,,,,
8309,2026-04-18 10:54:48,32.3,62.0,,,,
8310,2026-04-18 10:54:53,32.3,62.0,,,,
8311,2026-04-18 10:54:58,32.3,62.0,,,,
8312,2026-04-18 10:55:03,32.3,62.0,,,,
8313,2026-04-18 10:55:08,32.3,62.0,,,,
8314,2026-04-18 10:55:13,32.3,62.0,,,,
8315,2026-04-18 10:55:18,32.3,62.0,,,,
8316,2026-04-18 10:55:23,32.3,62.0,,,,
8317,2026-04-18 10:55:28,32.3,62.0,,,,
8318,2026-04-18 10:55:33,32.3,62.0,,,,
8319,2026-04-18 10:55:38,32.3,62.0,,,,
8320,2026-04-18 10:55:43,32.3,62.0,,,,
8321,2026-04-18 10:55:48,32.3,62.0,,,,
8322,2026-04-18 10:55:53,32.3,62.0,,,,
8323,2026-04-18 10:55:58,32.3,62.0,,,,
8324,2026-04-18 10:56:03,32.3,62.0,,,,
8325,2026-04-18 10:56:08,32.3,62.0,,,,
8326,2026-04-18 10:56:13,32.3,62.0,,,,
8327,2026-04-18 10:56:18,32.3,62.0,,,,
8328,2026-04-18 10:56:23,32.3,62.0,,,,
8329,2026-04-18 10:56:28,32.3,62.0,,,,
8330,2026-04-18 10:56:33,32.3,62.0,,,,
8331,2026-04-18 10:56:38,32.3,62.0,,,,
8332,2026-04-18 10:56:43,32.3,62.0,,,,
8333,2026-04-18 10:56:48,32.3,62.0,,,,
8334,2026-04-18 10:56:53,32.3,62.0,,,,
8335,2026-04-18 10:56:58,32.3,62.0,,,,
8336,2026-04-18 10:57:03,32.3,62.0,,,,
8337,2026-04-18 10:57:08,32.3,62.0,,,,
8338,2026-04-18 10:57:13,32.3,62.0,,,,
8339,2026-04-18 10:57:18,32.3,62.0,,,,
8340,2026-04-18 10:57:23,32.3,62.0,,,,
8341,2026-04-18 10:57:28,32.3,62.0,,,,
8342,2026-04-18 10:57:33,32.3,62.0,,,,
8343,2026-04-18 10:57:38,32.3,62.0,,,,
8344,2026-04-18 10:57:43,32.3,62.0,,,,
8345,2026-04-18 10:57:48,32.3,62.0,,,,
8346,2026-04-18 10:57:53,32.3,62.0,,,,
8347,2026-04-18 10:57:58,32.3,62.0,,,,
8348,2026-04-18 10:58:03,32.3,62.0,,,,
8349,2026-04-18 10:58:08,32.3,62.0,,,,
8350,2026-04-18 10:58:13,32.3,62.0,,,,
8351,2026-04-18 10:58:18,32.3,62.0,,,,
8352,2026-04-18 10:58:23,32.3,62.0,,,,
8353,2026-04-18 10:58:28,32.3,62.0,,,,
8354,2026-04-18 10:58:33,32.3,62.0,,,,
8355,2026-04-18 10:58:38,32.3,62.0,,,,
8356,2026-04-18 10:58:43,32.3,62.0,,,,
8357,2026-04-18 10:58:48,32.3,62.0,,,,
8358,2026-04-18 10:58:53,32.3,62.0,,,,
8359,2026-04-18 10:58:58,32.3,62.0,,,,
8360,2026-04-18 10:59:03,32.3,62.0,,,,
8361,2026-04-18 10:59:08,32.3,62.0,,,,
8362,2026-04-18 10:59:13,32.3,62.0,,,,
8363,2026-04-18 10:59:18,32.3,62.0,,,,
8364,2026-04-18 10:59:23,32.3,62.0,,,,
8365,2026-04-18 10:59:28,32.3,62.0,,,,
8366,2026-04-18 10:59:33,32.3,62.0,,,,
8367,2026-04-18 10:59:38,32.3,62.0,,,,
8368,2026-04-18 10:59:43,32.3,62.0,,,,
8369,2026-04-18 10:59:48,32.3,62.0,,,,
8370,2026-04-18 10:59:53,32.3,62.0,,,,
8371,2026-04-18 10:59:58,32.3,62.0,,,,
8372,2026-04-18 11:00:03,32.3,62.0,,,,
8373,2026-04-18 11:00:08,32.3,62.0,,,,
8374,2026-04-18 11:00:13,32.3,62.0,,,,
8375,2026-04-18 11:00:18,32.3,62.0,,,,
8376,2026-04-18 11:00:23,32.3,62.0,,,,
8377,2026-04-18 11:00:28,32.3,62.0,,,,
8378,2026-04-18 11:00:33,32.3,62.0,,,,
8379,2026-04-18 11:00:38,32.3,62.0,,,,
8380,2026-04-18 11:00:43,32.3,62.0,,,,
8381,2026-04-18 11:00:48,32.3,62.0,,,,
8382,2026-04-18 11:00:53,32.3,62.0,,,,
8383,2026-04-18 11:00:58,32.3,62.0,,,,
8384,2026-04-18 11:01:03,32.3,62.0,,,,
8385,2026-04-18 11:01:08,32.3,62.0,,,,
8386,2026-04-18 11:01:13,32.3,62.0,,,,
8387,2026-04-18 11:01:18,32.3,62.0,,,,
8388,2026-04-18 11:01:23,32.3,62.0,,,,
8389,2026-04-18 11:01:28,32.3,62.0,,,,
8390,2026-04-18 11:01:33,32.3,62.0,,,,
8391,2026-04-18 11:01:38,32.3,62.0,,,,
8392,2026-04-18 11:01:43,32.3,62.0,,,,
8393,2026-04-18 11:01:48,32.3,62.0,,,,
8394,2026-04-18 11:01:53,32.3,62.0,,,,
8395,2026-04-18 11:01:58,32.3,62.0,,,,
8396,2026-04-18 11:02:03,32.3,62.0,,,,
8397,2026-04-18 11:02:08,32.3,62.0,,,,
8398,2026-04-18 11:02:13,32.3,61.0,,,,
8399,2026-04-18 11:02:18,32.3,61.0,,,,
8400,2026-04-18 11:02:23,32.3,61.0,,,,
8401,2026-04-18 11:02:28,32.3,61.0,,,,
8402,2026-04-18 11:02:33,32.3,61.0,,,,
8403,2026-04-18 11:02:38,32.3,61.0,,,,
8404,2026-04-18 11:02:43,32.3,61.0,,,,
8405,2026-04-18 11:02:48,32.3,61.0,,,,
8406,2026-04-18 11:02:53,32.3,61.0,,,,
8407,2026-04-18 11:02:58,32.3,61.0,,,,
8408,2026-04-18 11:03:03,32.3,61.0,,,,
8409,2026-04-18 11:03:08,32.3,61.0,,,,
8410,2026-04-18 11:03:13,32.3,61.0,,,,
8411,2026-04-18 11:03:18,32.3,61.0,,,,
8412,2026-04-18 11:03:23,32.3,61.0,,,,
8413,2026-04-18 11:03:28,32.3,61.0,,,,
8414,2026-04-18 11:03:33,32.3,61.0,,,,
8415,2026-04-18 11:03:38,32.3,61.0,,,,
8416,2026-04-18 11:03:43,32.3,61.0,,,,
8417,2026-04-18 11:03:48,32.3,61.0,,,,
8418,2026-04-18 11:03:53,32.3,61.0,,,,
8419,2026-04-18 11:03:58,32.3,61.0,,,,
8420,2026-04-18 11:04:03,32.3,61.0,,,,
8421,2026-04-18 11:04:08,32.3,61.0,,,,
8422,2026-04-18 11:04:13,32.3,61.0,,,,
8423,2026-04-18 11:04:18,32.3,61.0,,,,
8424,2026-04-18 11:04:23,32.3,61.0,,,,
8425,2026-04-18 11:04:28,32.3,61.0,,,,
8426,2026-04-18 11:04:33,32.3,61.0,,,,
8427,2026-04-18 11:04:38,32.3,61.0,,,,
8428,2026-04-18 11:04:43,32.3,61.0,,,,
8429,2026-04-18 11:04:48,32.3,61.0,,,,
8430,2026-04-18 11:04:53,32.3,61.0,,,,
8431,2026-04-18 11:04:58,32.3,61.0,,,,
8432,2026-04-18 11:05:03,32.3,61.0,,,,
8433,2026-04-18 11:05:08,32.3,61.0,,,,
8434,2026-04-18 11:05:13,32.3,61.0,,,,
8435,2026-04-18 11:05:18,32.3,61.0,,,,
8436,2026-04-18 11:05:23,32.3,61.0,,,,
8437,2026-04-18 11:05:28,32.3,61.0,,,,
8438,2026-04-18 11:05:33,32.3,61.0,,,,
8439,2026-04-18 11:05:38,32.3,61.0,,,,
8440,2026-04-18 11:05:43,32.3,61.0,,,,
8441,2026-04-18 11:05:48,32.3,61.0,,,,
8442,2026-04-18 11:05:53,32.3,61.0,,,,
8443,2026-04-18 11:05:58,32.3,61.0,,,,
8444,2026-04-18 11:06:03,32.3,61.0,,,,
8445,2026-04-18 11:06:08,32.3,61.0,,,,
8446,2026-04-18 11:06:13,32.3,61.0,,,,
8447,2026-04-18 11:06:18,32.3,61.0,,,,
8448,2026-04-18 11:06:23,32.3,61.0,,,,
8449,2026-04-18 11:06:28,32.3,61.0,,,,
8450,2026-04-18 11:06:33,32.3,61.0,,,,
8451,2026-04-18 11:06:38,32.3,61.0,,,,
8452,2026-04-18 11:06:43,32.3,61.0,,,,
8453,2026-04-18 11:06:48,32.3,61.0,,,,
8454,2026-04-18 11:06:53,32.3,61.0,,,,
8455,2026-04-18 11:06:58,32.3,61.0,,,,
8456,2026-04-18 11:07:03,32.3,61.0,,,,
8457,2026-04-18 11:07:08,32.3,61.0,,,,
8458,2026-04-18 11:07:13,32.3,61.0,,,,
8459,2026-04-18 11:07:18,32.3,61.0,,,,
8460,2026-04-18 11:07:23,32.3,61.0,,,,
8461,2026-04-18 11:07:28,32.3,61.0,,,,
8462,2026-04-18 11:07:33,32.3,61.0,,,,
8463,2026-04-18 11:07:38,32.3,61.0,,,,
8464,2026-04-18 11:07:43,32.3,61.0,,,,
8465,2026-04-18 11:07:48,32.3,61.0,,,,
8466,2026-04-18 11:07:53,32.3,61.0,,,,
8467,2026-04-18 11:07:58,32.3,61.0,,,,
8468,2026-04-18 11:08:03,32.3,61.0,,,,
8469,2026-04-18 11:08:08,32.3,61.0,,,,
8470,2026-04-18 11:08:13,32.3,61.0,,,,
8471,2026-04-18 11:08:18,32.3,61.0,,,,
8472,2026-04-18 11:08:23,32.3,61.0,,,,
8473,2026-04-18 11:08:28,32.3,61.0,,,,
8474,2026-04-18 11:08:33,32.3,61.0,,,,
8475,2026-04-18 11:08:38,32.3,61.0,,,,
8476,2026-04-18 11:08:43,32.3,61.0,,,,
8477,2026-04-18 11:08:48,32.3,61.0,,,,
8478,2026-04-18 11:08:53,32.3,61.0,,,,
8479,2026-04-18 11:08:58,32.3,61.0,,,,
8480,2026-04-18 11:09:03,32.3,61.0,,,,
8481,2026-04-18 11:09:08,32.3,61.0,,,,
8482,2026-04-18 11:09:13,32.3,61.0,,,,
8483,2026-04-18 11:09:18,32.3,61.0,,,,
8484,2026-04-18 11:09:23,32.3,61.0,,,,
8485,2026-04-18 11:09:28,32.3,61.0,,,,
8486,2026-04-18 11:09:33,32.3,61.0,,,,
8487,2026-04-18 11:09:38,32.3,61.0,,,,
8488,2026-04-18 11:09:43,32.3,61.0,,,,
8489,2026-04-18 11:09:48,32.3,61.0,,,,
8490,2026-04-18 11:09:53,32.3,61.0,,,,
8491,2026-04-18 11:09:58,32.3,61.0,,,,
8492,2026-04-18 11:10:03,32.3,61.0,,,,
8493,2026-04-18 11:10:08,32.3,61.0,,,,
8494,2026-04-18 11:10:13,32.3,61.0,,,,
8495,2026-04-18 11:10:18,32.3,61.0,,,,
8496,2026-04-18 11:10:23,32.3,61.0,,,,
8497,2026-04-18 11:10:28,32.3,61.0,,,,
8498,2026-04-18 11:10:33,32.3,61.0,,,,
8499,2026-04-18 11:10:38,32.3,61.0,,,,
8500,2026-04-18 11:10:43,32.3,61.0,,,,
8501,2026-04-18 11:10:48,32.3,61.0,,,,
8502,2026-04-18 11:10:53,32.3,61.0,,,,
8503,2026-04-18 11:10:58,32.3,61.0,,,,
8504,2026-04-18 11:11:03,32.3,61.0,,,,
8505,2026-04-18 11:11:08,32.3,61.0,,,,
8506,2026-04-18 11:11:13,32.3,61.0,,,,
8507,2026-04-18 11:11:18,32.3,61.0,,,,
8508,2026-04-18 11:11:23,32.3,60.0,,,,
8509,2026-04-18 11:11:28,32.3,60.0,,,,
8510,2026-04-18 11:11:33,32.3,60.0,,,,
8511,2026-04-18 11:11:38,32.3,60.0,,,,
8512,2026-04-18 11:11:43,32.3,60.0,,,,
8513,2026-04-18 11:11:48,32.3,60.0,,,,
8514,2026-04-18 11:11:53,32.3,60.0,,,,
8515,2026-04-18 11:11:58,32.3,60.0,,,,
8516,2026-04-18 11:12:03,32.3,60.0,,,,
8517,2026-04-18 11:12:08,32.3,60.0,,,,
8518,2026-04-18 11:12:13,32.3,60.0,,,,
8519,2026-04-18 11:12:18,32.3,60.0,,,,
8520,2026-04-18 11:12:23,32.3,60.0,,,,
8521,2026-04-18 11:12:28,32.3,60.0,,,,
8522,2026-04-18 11:12:33,32.3,60.0,,,,
8523,2026-04-18 11:12:38,32.3,60.0,,,,
8524,2026-04-18 11:12:43,32.3,60.0,,,,
8525,2026-04-18 11:12:48,32.3,60.0,,,,
8526,2026-04-18 11:12:53,32.3,60.0,,,,
8527,2026-04-18 11:12:58,32.3,60.0,,,,
8528,2026-04-18 11:13:03,32.3,60.0,,,,
8529,2026-04-18 11:13:08,32.3,60.0,,,,
8530,2026-04-18 11:13:13,32.3,60.0,,,,
8531,2026-04-18 11:13:18,32.3,60.0,,,,
8532,2026-04-18 11:13:23,32.3,60.0,,,,
8533,2026-04-18 11:13:28,32.3,60.0,,,,
8534,2026-04-18 11:13:33,32.3,60.0,,,,
8535,2026-04-18 11:13:38,32.3,60.0,,,,
8536,2026-04-18 11:13:43,32.3,60.0,,,,
8537,2026-04-18 11:13:48,32.3,60.0,,,,
8538,2026-04-18 11:13:53,32.3,60.0,,,,
8539,2026-04-18 11:13:58,32.3,60.0,,,,
8540,2026-04-18 11:14:03,32.3,60.0,,,,
8541,2026-04-18 11:14:08,32.3,60.0,,,,
8542,2026-04-18 11:14:13,32.3,60.0,,,,
8543,2026-04-18 11:14:18,32.3,60.0,,,,
8544,2026-04-18 11:14:23,32.3,60.0,,,,
8545,2026-04-18 11:14:28,32.3,60.0,,,,
8546,2026-04-18 11:14:33,32.3,60.0,,,,
8547,2026-04-18 11:14:38,32.3,60.0,,,,
8548,2026-04-18 11:14:43,32.3,60.0,,,,
8549,2026-04-18 11:14:48,32.3,60.0,,,,
8550,2026-04-18 11:14:53,32.3,60.0,,,,
